file_path,file_hash,object_id,container_group_id,frequency,file_size_bytes,file_size_mb
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000402.jpg,35dec4b00872f0f6c15e99c0f53fbef9,486,9,1,817899,0.78
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010611.jpg,e9c5f7512e99b05d860efc39eb65b360,487,10,1,165976,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010942.jpg,c228e21efd01c4e4e868d64b4086c269,488,7,1,210245,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010995.jpg,3105ce58ecaf8232ffde046b718e50e2,489,11,1,174427,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001126.jpg,faa9fd6b827813217b71b79425edd29a,490,12,1,352940,0.34
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001132.jpg,2519fc15e3f8cad009230ee73983f770,491,13,1,423706,0.4
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010759.jpg,b1e8daa40f44b48306fac75fc5f8fe45,492,14,1,158095,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010765.jpg,860358985b09e464697e2afb96205cab,493,15,1,48000,0.05
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0011137.jpg,37d004627aecf530ea55ca75f3016c55,494,16,1,181060,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010749.jpg,a89fb44646bc64e34adcc7ca44d31178,495,17,1,57354,0.05
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010007.jpg,709bd663e7b9ce8db6d5d0675042c8c5,496,18,1,183661,0.18
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010629.jpg,d16ad92617021253dcebc1678c226b52,497,19,1,63090,0.06
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000406.jpg,5ed116d02b7e2127f35d9ec314e0d842,498,0,1,663470,0.63
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000412.jpg,487c99693ac0c15905df92b659134a2e,499,1,1,553544,0.53
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010359.jpg,d3b5b722ddcc50baf2de1d3bdfe7a86e,500,2,1,228712,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000162.jpg,dbbb7ed17854fb2f4e3dc7064190546c,501,3,1,47673,0.05
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010417.jpg,611de7b6ef2135adc312b780ba7d6152,502,4,1,62169,0.06
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000176.jpg,7b2464cd27ad9832ef81790e96ccb7a3,503,5,1,78915,0.08
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010402.jpg,a9960f729fd04c2ede15b38a22e50cb7,504,6,1,220257,0.21
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010364.jpg,0f2dfe3205bea1a5b2918ea4b046a650,505,8,1,203101,0.19
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000163.jpg,7f2bba1c28b0e88edc312005dcde4ad2,506,9,1,48880,0.05
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010416.jpg,9b59df7b493f087f3072fcc32e9b683d,507,10,1,171792,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010358.jpg,b26c3c2b28b917b92149673f8e4d7c50,508,11,1,209133,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0011052.jpg,ac436325f594443d2c942f126973ce77,509,12,1,167118,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000413.jpg,4b628170c5b51bee27b49d09caa49cc9,510,13,1,611661,0.58
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010990.jpg,9d0ff0b17d786a49b95d82086d384a54,511,14,1,173656,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001137.jpg,26d25b5c3d69616568c0e3e7177f88a6,512,15,1,290135,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010576.jpg,35786ec8e595ff963555b0892a347420,513,16,1,210360,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010210.jpg,3f4d27bdcdd8e59e6e7a2df41f302cc8,514,17,1,217098,0.21
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0011132.jpg,7fa42b433951b3faf01a671e6bb2355a,515,18,1,154909,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0011130.jpg,9c64b4e0bc400bc8d2edf64fe5685a2c,516,19,1,149624,0.14
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010548.jpg,f5e67ac392f19c204ffff3d92a0b4521,517,0,1,227054,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001121.jpg,7f0dfb6888bab9968fbc7809dd748603,518,1,1,262298,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001135.jpg,6f64f55a59a5b0884825c552671e5810,519,2,1,354786,0.34
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010789.jpg,2f3f22d1319674d92d03ff0b549e0354,520,3,1,180171,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010979.jpg,4181378ec46c60537a7be0dc901cdb5a,521,4,1,143169,0.14
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000411.jpg,25766180769d391822e6f7ce4250cd16,522,5,1,461156,0.44
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010164.jpg,f2fb873a2bae7be0a0064e2851f63e86,523,6,1,161263,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000405.jpg,84200c7914c6de44d17894e1d4c99983,524,7,1,737520,0.7
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000149.jpg,53e52fa86fbde6e42fa0c25f66f5847a,525,8,1,1057866,1.01
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000175.jpg,1eceb5722102c936ac8a441db398b163,526,9,1,40094,0.04
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010366.jpg,a60a9b5bf6a29c956799dfb6ac92374b,527,10,1,56959,0.05
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010400.jpg,4a4af62b36e79480874da8c40074b970,528,11,1,178626,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010414.jpg,2534acf2147d08679ec41870a0263702,529,12,1,211729,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000161.jpg,b93c9463f63f066e0838377af3a26c44,530,13,1,64167,0.06
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010372.jpg,b3d3a9d2a1bb606b6afd0b3fce6b5923,531,14,1,178580,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010398.jpg,9e1b4155274c9aeaa7f4fd23923cace6,532,15,1,213618,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010415.jpg,e3bfd3240008da2f19ffebec0dab0510,533,16,1,59710,0.06
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000160.jpg,08077dbe2c0cb2aefed9e362af3fac54,534,17,1,39033,0.04
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000174.jpg,f2eae680e86129bbe263a30eb32b5865,535,18,1,62717,0.06
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010401.jpg,019edd4f3133779f1df3e69795a37315,536,19,1,170195,0.16
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000148.jpg,045e3b3b721ee6b33d9dc44a60cbf226,537,0,1,1083093,1.03
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0011045.jpg,64e1d4c8a28de6fd8be9a42026056da3,538,1,1,159711,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010171.jpg,1d004c6aafe2519cce4178fd4c21a7b5,539,2,1,175296,0.17
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000404.jpg,82e54018046b53b418d7cc4260e6e1d1,540,3,1,861965,0.82
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0000410.jpg,12d56b6979abf50a2e4a1f4956282eee,541,4,1,394296,0.38
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010165.jpg,8970eb81aba59fb2f3e80e90ac995d24,542,5,1,125010,0.12
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010978.jpg,141dcd57f5d1de96993578ec8eefd2d8,543,6,1,74323,0.07
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001108.jpg,ae348027c917d85bbfc7f5a161657117,544,7,1,633882,0.6
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010777.jpg,f7922d61fcce081d714dce2f40bd4990,545,8,1,251932,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010011.jpg,18250888a118a176c3a3a3daa7dccfca,546,9,1,150614,0.14
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010039.jpg,de871e0a2ec51514f5987394c6778820,547,10,1,232026,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0001134.jpg,3164d2550e391734f5c251ce5ededbdb,548,11,1,381313,0.36
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010993.jpg,fbd2afcf564f4ece0822fde61f15245f,549,12,1,207468,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0009971.jpg,350bbf9ed3726d1d131a5da5a5ed8f7f,550,13,1,145718,0.14
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0010207.jpg,7ffb1463bcdac2d467356210de59b4da,551,14,1,219653,0.21
/Users/soneyeoluwasina/Downloads/Skin/Train/melanoma/ISIC_0011125.jpg,100b10c91cf01153f1d25d8955f14340,552,15,1,214485,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026790.jpg,8cc5408b63e9dd2ce8e0106d766e7ab5,553,16,1,325757,0.31
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024839.jpg,4dc7b9170c12fa3dde925762e16e2fbc,554,17,1,306699,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025716.jpg,23ddf0fec8fced3cd7cd31c9769d515f,555,18,1,157273,0.15
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025064.jpg,5cdb93296ef5d59b314decf1843526e8,556,19,1,253255,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025851.jpg,4290b909b91a42452c85b22170a1f7b0,557,0,1,322288,0.31
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025879.jpg,3cc98a66ecdaa2ce5fc9c4b73622847a,558,1,1,350586,0.33
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027713.jpg,da4ce0d35b684e73079e9a2bac4e2f16,559,2,1,296096,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024971.jpg,2082bad10d5965c08870009b042a9451,560,3,1,263801,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028622.jpg,222d0263aea5fada8ff5848f3d793c2d,561,4,1,296185,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025312.jpg,4fdae70d607a0ed22e37508d01bf08c4,562,5,1,255132,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027504.jpg,4933d0e91b39c3ece3401e216b7b1ba4,563,6,1,267376,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028623.jpg,fb38011d46616a2de1637c365c70047e,564,7,1,273948,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024970.jpg,0507cfba437c3ed03762b3c07879a63c,565,8,1,287805,0.27
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027706.jpg,8b4e7b69978dff269981a54f945a49b2,566,9,1,197761,0.19
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028347.jpg,b3a9a2db37d2cee5ce2639d99b9648d6,567,10,1,321854,0.31
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025703.jpg,b42cda2c155783128613e35ed4533f5d,568,11,1,286673,0.27
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028555.jpg,d3638ba9dd064a944a7deab867b66818,569,12,1,266628,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028233.jpg,6300fb57fa769a621ff5be8681b62113,570,13,1,433838,0.41
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024435.jpg,b3be6742f724a9fd060754b025d5d3b9,571,7,1,301769,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027470.jpg,1959574ce890dd90da03235878a5a1d9,572,14,1,189417,0.18
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025515.jpg,e9d15e8fd6da3b64b5763648a049a402,573,15,1,277463,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024623.jpg,070c63b20246178fbcfda5f57e3aeb36,574,16,1,359939,0.34
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025529.jpg,d7961124a275a694df9ee253ee67e52c,575,17,1,260019,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026961.jpg,e5c573ae7041d355cb61e6246a6cef83,576,18,1,291358,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026787.jpg,2620e17ec8327e8634ab9a967ca5c409,577,19,1,271288,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026744.jpg,3c086f648ed7ffc8f7bd0631afb43c14,578,0,1,276712,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024635.jpg,b282be518652265932f602e2b597534f,579,1,1,258067,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028386.jpg,82f28a030365c1000bac25e4f3be35a3,580,2,1,320941,0.31
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025885.jpg,0917357ba3e999b315a28fed558958f2,581,3,1,389170,0.37
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025113.jpg,39bebd09ab38cffb0db3198a4d339a22,582,4,1,253128,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025661.jpg,13f02c90f73721533bffe68db5027da5,583,5,1,345545,0.33
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027710.jpg,a6677a3e543632da6ea5acfdb0cb5bcb,584,6,1,358352,0.34
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024782.jpg,4b8171ce8be9c96895d81f7c4542852a,585,8,1,250341,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026803.jpg,82d6ee718dabd23483d6a8f40a04e25c,586,9,1,278391,0.27
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026142.jpg,9bd9366684837215210d02edbb4dae7c,587,10,1,200407,0.19
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025339.jpg,64a4efac31fbf05b98cc9fa274b4da8e,588,11,1,334576,0.32
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024741.jpg,38d1481b128271fc4f05874955d120e9,589,12,1,269789,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027513.jpg,ef5bf6754068a2562f2caa1ecd4f1150,590,13,1,249711,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027275.jpg,7bf0c5c59f072d4b4ee5550de7275395,591,14,1,339426,0.32
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026631.jpg,36297b12d58718fbe2088929e3a52504,592,15,1,307171,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024740.jpg,d62125a3cc21763f15846c4dcccc23f1,593,16,1,202739,0.19
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027739.jpg,39d751330c4f03af76d2d883b4da3318,594,17,1,250465,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024581.jpg,33f574bb631e7212f1d251aedbe3a084,595,18,1,265080,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025066.jpg,cf61e867be6bc160967a060e36f4bdac,596,19,1,263828,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026553.jpg,3b07ad4f1bd34b7b5db2d9faa2168884,597,0,1,235280,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026590.jpg,fefb0fca0f3274937457ce00da96cd65,598,1,1,288320,0.27
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025099.jpg,7413fbe95373d1c82f4fef26702903c8,599,2,1,246469,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026769.jpg,ea51681e53078794b96b231f18e628c9,600,3,1,301849,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027463.jpg,1f1151c3686fabb91478daa236337b03,601,4,1,265579,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025937.jpg,3d7cf1339c7eeddef202a741eb2c92c9,602,5,1,236568,0.23
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025076.jpg,5ebf543fc1f01a2b79e98fcf365011ed,603,6,1,266865,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025710.jpg,d2d71704919dd357bec3b76d2d58efc6,604,7,1,307626,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026219.jpg,82fceb4ca975619559610e2b92b5f880,605,8,1,271348,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027649.jpg,faedc84b47f6d4cf9cf7ed7cc2d3fa6c,606,9,1,289334,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028354.jpg,af8da00190bef61805c412dd04455631,607,10,1,305518,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026351.jpg,cd8b96467e4a30a85180dcb00d4ca3ac,608,11,1,305842,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025466.jpg,f426036ae910a83abe896a60575bf979,609,12,1,248762,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026153.jpg,8effb0dd5794e6c621b616dc9a78e19e,610,13,1,260089,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026634.jpg,fa702078915d68d297a555f7f5de010e,611,14,1,274007,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027270.jpg,248a9cbe202e702d119b595f559d7a57,612,15,1,334617,0.32
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024786.jpg,615c521c1d1aa9f57b56dcfba8150a78,613,16,1,231104,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028180.jpg,674de23dc83fd8ffdf3e4b60c1f0d681,614,17,1,298307,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024547.jpg,eb70171bcaf048d4348dceb9d113b058,615,18,1,263760,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025659.jpg,8ebfe8598491fc1f8b4da9da434fdeec,616,19,1,286245,0.27
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026422.jpg,83029387e03f973c7999ba13812f7b3d,617,0,1,302016,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025103.jpg,84afb99702075adcee6a3a34f512979f,618,1,1,324540,0.31
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026378.jpg,36904c300e89fa305364c6daedb6f719,619,2,1,298009,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025842.jpg,97352134725af7e2af82723c3038dd1a,620,3,1,252703,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025856.jpg,d9402707e31ec1645719df26d582369b,621,4,1,327687,0.31
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028209.jpg,38f68e250cfbfd0d32ff0f865cd8dd86,622,5,1,251716,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026556.jpg,91486001120fc687da06160b3e548362,623,6,1,376676,0.36
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025063.jpg,9ad52682ad0f50a49848ed093dbb384f,624,7,1,285687,0.27
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025275.jpg,a526b6178a9853f828acb34b1fb282ab,625,8,1,211258,0.2
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027310.jpg,5161f1343cd4588fff7bb858561d06cd,626,9,1,246635,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025507.jpg,bca338c2979b9e0667f605dabc725e64,627,10,1,224028,0.21
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026783.jpg,f6c068581c17c621b2216acda0684f06,628,11,1,344117,0.33
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026967.jpg,1dd99b561fea2854c40ddf574c616a5d,629,12,1,331654,0.32
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024814.jpg,da0c152fd3b1fb5d810afd4ab08c389f,630,13,1,312895,0.3
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026959.jpg,3c10d2f0462e3579ce069b9fe696b9eb,631,14,1,355199,0.34
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026018.jpg,5439438b49bbfd7142c480f1ff7410cf,632,15,1,245114,0.23
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028237.jpg,0d953223a70617684d2e4c2ddb82e914,633,16,1,249030,0.24
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025075.jpg,5bfc59627a70521f4e9f4601aa640158,634,17,1,334200,0.32
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028223.jpg,78977436dde98325ca6cd8e70a358894,635,18,1,230283,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024592.jpg,60b19d45c30980b5df161bb4a853bab6,636,19,1,269413,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028343.jpg,bf080588297e9081cb59b5ad3c6eb04a,637,0,1,339943,0.32
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027064.jpg,b96de08eb86c31e84080e0c247811607,638,1,1,299253,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025883.jpg,5424ecdbfc0ffbcac2a7d2fd5f763b25,639,2,1,288431,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025465.jpg,dea120e0fcd10668cc119f113c18972e,640,3,1,294590,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026623.jpg,1665d25d99ae41fdbcddca388bfe3027,641,4,1,306697,0.29
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026637.jpg,80745a10048b3624a2d81965ccc76f41,642,5,1,318269,0.3
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025470.jpg,3d73cb0dbdb5e7391bdbef6a4b36078e,643,6,1,290936,0.28
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0026409.jpg,446b0877b0d41ae4dbcb9d2f8b613746,644,9,1,330873,0.32
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0025699.jpg,159c36234eddd7ccad0028c123944d41,645,7,1,184706,0.18
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027893.jpg,0dc09ef56dc79357929bfdfc9ebee6bf,646,8,1,287380,0.27
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027139.jpg,2f736597f249f6e66930cec7c88be3a4,647,10,1,226208,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028236.jpg,30653496b676ef35d99cb482a95efc68,648,11,1,231849,0.22
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028550.jpg,0c084ec6dc337cd5610da52575376c90,649,12,1,258758,0.25
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0027850.jpg,e086f6e4a06b2fecbfbbba2505c0fb36,650,13,1,277603,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028587.jpg,35abbb6b1d7538e3d5133a0c427afa0f,651,14,1,350703,0.33
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028593.jpg,885cf626cdba4f82f1f50c9a961bee9e,652,15,1,270691,0.26
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0024626.jpg,11585e739ca4fb3b5ac95b1d0bb88e33,653,16,1,313627,0.3
/Users/soneyeoluwasina/Downloads/Skin/Train/pigmented benign keratosis/ISIC_0028020.jpg,bcd18db640e4ef40c63b7889a357d207,654,17,1,256905,0.25
